itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate
30740,MALIBAN NICE 400 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN NICE,PLBAG,,,400,GM,400.00 GM,200701
30741,MALIBAN NICE 435 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN NICE,PLPCH,,,435,GM,435.00 GM,201402
30744,MIC MAC NICE 100 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC NICE,PLPCH,,,100,GM,100.00 GM,200511
30745,MIC MAC NICE 350 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC NICE,PLPCH,,,350,GM,350.00 GM,201108
30746,MIC MAC NICE 90 GM PLPCH,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC NICE,PLPCH,,,90,GM,90.00 GM,201809
30748,MAAM NICE 100 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM NICE,PLPCH,,,100,GM,100.00 GM,
30750,MAAM NICE 400 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM NICE,PLPCH,,,400,GM,400.00 GM,200801
30751,MAAM NICE 90 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM NICE,PLPCH,,,90,GM,90.00 GM,201102
30753,TURNEY MILKY NICE 240 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MILKY NICE,PLPCH,,,240,GM,240.00 GM,202009
30758,USWATTE COCO NICE 100 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE COCO NICE,PLPCH,,,100,GM,100.00 GM,201808
30759,USWATTE COCO NICE 400 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE COCO NICE,PLPCH,,,400,GM,400.00 GM,201808
30761,KIST WHEELS MILK BISCUITS 45 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST WHEELS,PLPCH,,,45,GM,45.00 GM,201609
30762,KIST WHEELS MILK BISCUITS 60 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST WHEELS,PLPCH,,,60,GM,60.00 GM,201708
30763,MUNCHEE 140 GM PLPCH COMBO VANILLA AND CHOCOLATE BISCUITS,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE COMBO,PLPCH,,,140,GM,140.00 GM,201809
30765,MUNCHEE KARAPINCHA HERBAL 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE HERBAL KARAPINCHA,PLPCH,,,100,GM,100.00 GM,200907
30766,MUNCHEE KOTHALAHIMBUTU 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOTHALAHIMBUTU,PLPCH,,,100,GM,100.00 GM,201106
30769,MUNCHEE TIFIN ONION 125 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TIFIN,PLPCH,,,125,GM,125.00 GM,201212
30770,MUNCHEE TIFIN ORIGINAL 125 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TIFIN,PLWRP,,,125,GM,125.00 GM,201212
30771,MUNCHEE TIFIN ORIGINAL 120 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE TIFIN,PLWRP,,,120,GM,120.00 GM,
30772,MUNCHEE OATEES OATS & MILK BISCUITS 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE OATEES,PLPCH,,,100,GM,100.00 GM,201807
30773,MUNCHEE DIGESTIVE WHOLE GRAIN 125 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE DIGESTIVE,PLPCH,,,125,GM,125.00 GM,201406
30780,CROWN FIFTY-FIFTY TASTY TASTY 45 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN FIFTY-FIFTY,PLPCH,,,45,GM,45.00 GM,201608
30781,CROWN FIFTY-FIFTY TASTY TASTY 50 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN FIFTY-FIFTY,PLPCH,,,50,GM,50.00 GM,201611
30782,CROWN FIFTY-FIFTY TASTY TASTY 55 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN FIFTY-FIFTY,PLPCH,,,55,GM,55.00 GM,201509
30793,LITTLE LION LINCOLN 300 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION LINCOLN,PLPCH,,,300,GM,300.00 GM,201010
30794,LITTLE LION LINCOLN 330 GM,6,BISCUITS,LITTLE LION ASSOCIATES,LITTLE LION LINCOLN,PLPCH,,,330,GM,330.00 GM,201702
30796,BAKERS FRESH GLUCO BIKIS BISCUITS 20 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,GLUCO BIKIS,PLPCH,,,20,GM,20.00 GM,201702
30798,LUCKYLAND GLUCOSE 380 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND GLUCOSE,PLPCH,,,380,GM,380.00 GM,201210
30799,LUCKYLAND CHOCO & BATTER RINGS 400 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND CHOCO & BATTER RINGS,PLPCH,,,400,GM,400.00 GM,201301
30800,LUCKYLAND ICING WHEAT BISCUITS 350 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND ICING WHEAT,PLPCH,,,350,GM,350.00 GM,201912
30802,LUCKYLAND BOURBON 100 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND BOURBON,PLPCH,,,100,GM,100.00 GM,200911
30803,LUCKYLAND BOURBON 150 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND BOURBON,PLPCH,,,150,GM,150.00 GM,201108
30804,LUCKYLAND BOURBON 200 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND BOURBON,PLBAG,,,200,GM,200.00 GM,
30805,LUCKYLAND BUTTER CAR 400 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND BUTTER CAROL,PLPCH,,,400,GM,400.00 GM,201001
30807,LUCKYLAND MILKY GLUCOSE 250 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND MILKY GLUCOSE,PLPCH,,,250,GM,250.00 GM,201908
30809,MASTER BAKERS CHOCO RINGS 280 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS CHOCO RINGS,PLPCH,,,280,GM,280.00 GM,201710
30810,MASTER BAKERS MILK BISCUITS 300 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS MILK,PLBAG,,,300,GM,300.00 GM,201702
30811,MASTER BAKERS CHOCO-G ENERGY RICH BISCUITS 50 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS GLUCO-G ENERGY RICH,PLPCH,,,50,GM,50.00 GM,201910
30812,MASTER BAKERS GLUCO-G ENERGY RICH BISCUITS 50 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS GLUCO-G ENERGY RICH,PLPCH,,,50,GM,50.00 GM,201910
30813,MASTER BAKERS GLUCO-G ENERGY RICH BISCUITS 70 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS GLUCO-G ENERGY RICH,PLPCH,,,70,GM,70.00 GM,201507
30814,MASTER BAKERS BATTER RINGS 280 GM (LUCKYLAND BIS.),6,BISCUITS,LUCKYLAND BISCUITS MFS,MASTER BAKERS BATTER RINGS,PLPCH,,,280,GM,280.00 GM,201702
30815,MALIBAN FEEL GOOD SUGAR FREE 110 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN FEEL GOOD,PLPCH,,,110,GM,110.00 GM,201212
30816,MALIBAN FEEL GOOD SUGAR FREE 220 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN FEEL GOOD,PLPCH,,,220,GM,220.00 GM,201212
30817,MALIBAN SUGAR FREE 220 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN SUGAR FREE,PLPCH,,,220,GM,220.00 GM,202003
30818,MALIBAN SUGAR FREE BISCUITS 85 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN SUGAR FREE,PLPCH,,,85,GM,85.00 GM,201604
30825,BISMA TWENTY TWENTY CHOCOLATE & MILK 45 GM (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,BISMA 20/20 CHOCOLATE & MILK,PLPCH,,,45,GM,45.00 GM,201707
30829,MASTER BAKERS GLUCO-G 70 GM (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS GLUCO-G,PLPCH,,,70,GM,70.00 GM,200708
30830,MASTER BAKERS MILK 350 GM (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS MILK,PLBAG,,,350,GM,350.00 GM,200802
30834,RICH CRIS NUTS HOT & SPICY 25 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH CRIS NUTS HOT & SPICY,PLPCH,,,25,GM,25.00 GM,201810
30835,RICH COFFEE DELIGHTS 280 GM,6,BISCUITS,ORIENT LANKA CONFECTIONERY,RICH COFFEE DELIGHTS,PLPCH,,,280,GM,280.00 GM,201902
30839,RASHIKA HYBRID 100 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA HYBRID,PLPCH,,,100,GM,100.00 GM,201506
30840,RASHIKA CHO-TEES 220 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA CHO-TEES,PLPCH,,,220,GM,220.00 GM,202012
30841,RASHIKA CHO-TEES 240 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA CHO-TEES,PLPCH,,,240,GM,240.00 GM,201812
30842,RASHIKA CHO-TEES 40 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA CHO-TEES,PLPCH,,,40,GM,40.00 GM,201911
30843,RASHIKA CHO-TEES 50 GM,6,BISCUITS,RASHIKA TRADING (PVT) LTD,RASHIKA CHO-TEES,PLPCH,,,50,GM,50.00 GM,201503
30849,SACHIE TIFIN BISCUIT 30G,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE TIFIN,PLPCH,,,30,GM,30.00 GM,202002
30853,SACHIE GLUCOMALT CHOCOLATE 250 GM PLBAG,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE GLUCOMALT,PLPCH,,,250,GM,250.00 GM,202006
30858,SACHIE GLUCOMALT VANILLA 250 GM,6,BISCUITS,SACHIE BISCUITS (PVT) LTD,SACHIE GLUCOMALT,PLPCH,,,250,GM,250.00 GM,202006
30867,SUN RICH POWER CRUNCH CRUNCHY BISCUITS 100 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH POWER CRUNCH CRUNCHY,PLPCH,,,100,GM,100.00 GM,201511
30868,SUN RICH POWER CRUNCH CRUNCHY BISCUITS 250 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH POWER CRUNCH CRUNCHY,PLPCH,,,250,GM,250.00 GM,201602
30869,SUN RICH MILK CRUNCH 18 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH MILK CRUNCH,PLPCH,,,18,GM,18.00 GM,201609
30871,SUN RICH MILK CRUNCH 400 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH MILK CRUNCH,PLPCH,,,400,GM,400.00 GM,201601
30872,SUN RICH MILK CRUNCH 350 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH MILK CRUNCH,EWRPK,,,350,GM,350.00 GM,202008
30873,SUN RICH VANILLA MUNCH 45 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH VANILLA MUNCH,PLPCH,,,45,GM,45.00 GM,201707
30874,SUN RICH VANILLA MUNCH 60 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH VANILLA MUNCH,PLPCH,,,60,GM,60.00 GM,201405
30879,TURNEY MILKY RINGS 280 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MILKY RINGS,PLPCH,,,280,GM,280.00 GM,201609
30880,TURNEY MILKY RINGS 300 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY MILKY RINGS,PLPCH,,,300,GM,300.00 GM,201510
30882,MUNCHEE CHOCOLATE PUFF 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE PUFF,PLWRP,,,100,GM,100.00 GM,
30883,MUNCHEE CHOCOLATE PUFF 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE CHOCOLATE PUFF,PLWRP,,,200,GM,200.00 GM,
30884,CROWN CHOCOLATE PUFF 200 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN CHOCOLATE PUFF,PLPCH,,,200,GM,200.00 GM,201610
30885,DIANA CHOCO PUFF 200 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA CHOCO PUFF,PLWRP,,,200,GM,200.00 GM,
30886,DIANA CHOCO PUFF 100 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA CHOCO PUFF,PLPCH,,,100,GM,100.00 GM,202007
30887,DIANA CHOCO PUFF 190 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA CHOCO PUFF,PLPCH,,,190,GM,190.00 GM,201804
30888,MAAM (MAAM BIS.) CHOCOLATE PUFF 100 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM CHOCOLATE PUFF,PLPCH,,,100,GM,100.00 GM,201701
30889,MAAM (MAAM BIS.) CHOCOLATE PUFF 200 GM,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM CHOCOLATE PUFF,PLPCH,,,200,GM,200.00 GM,201701
30890,MALIBAN CHOCOLATE PUFF 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHOCOLATE PUFF,PLPCH,,,100,GM,100.00 GM,201312
30891,MALIBAN CHOCOLATE PUFF 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHOCOLATE PUFF,PLPCH,,,200,GM,200.00 GM,201312
30892,MALIBAN WHITE CHOCOLATE PUFF 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN WHITE CHOCOLATE PUFF,PLPCH,,,200,GM,200.00 GM,201403
30893,SUN RICH CHOCOLATE PUFF 200 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH CHOCOLATE PUFF,PLPCH,,,200,GM,200.00 GM,201903
30894,TURNEY CHOCOLATE PUFF 100 GM PLPCH (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE PUFF,PLPCH,,,100,GM,100.00 GM,201811
30895,TURNEY CHOCOLATE PUFF 180 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE PUFF,PLPCH,,,180,GM,180.00 GM,201911
30896,TURNEY CHOCOLATE PUFF 200 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE PUFF,PLPCH,,,200,GM,200.00 GM,201804
30897,TURNEY CHOCOLATE PUFF 350 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY CHOCOLATE PUFF,PLPCH,,,350,GM,350.00 GM,202009
30899,KIST LEMON PUFF 100 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST LEMON PUFF,PLPCH,,,100,GM,100.00 GM,201109
30900,KIST LEMON PUFF 200 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST LEMON PUFF,PLPCH,,,200,GM,200.00 GM,201110
30901,KIST LEMON PUFF EWRPK WITH MORE LEMON 100 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST LEMON PUFF,EWRPK,,,100,GM,100.00 GM,201901
30902,KIST LEMON PUFF EWRPK WITH MORE LEMON 200 GM,6,BISCUITS,CARGILLS QUALITY DAIRIES (PVT) LTD,KIST LEMON PUFF,EWRPK,,,200,GM,200.00 GM,201905
30903,MUNCHEE LEMON PUFF 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE LEMON PUFF,PLPCH,,,100,GM,100.00 GM,
30904,MUNCHEE LEMON PUFF 200 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE LEMON PUFF,PLWRP,,,200,GM,200.00 GM,
30905,CROWN LEMON PUFF 100 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN LEMON PUFF,PLWRP,,,100,GM,100.00 GM,201210
30906,CROWN LEMON PUFF 200 GM,6,BISCUITS,CROWN BISCUITS MANUFACTOR,CROWN LEMON PUFF,PLWRP,,,200,GM,200.00 GM,
30907,DIANA LEMON PUFF 100 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA LEMON PUFF,PLWRP,,,100,GM,100.00 GM,
30908,DIANA LEMON PUFF 200 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA LEMON PUFF,PLWRP,,,200,GM,200.00 GM,200705
30909,DIANA LEMON PUFF 190 GM,6,BISCUITS,DIANA TRADING CO.(PVT) LTD,DIANA LEMON PUFF,PLPCH,,,190,GM,190.00 GM,201407
30914,LUCKYLAND LEMON PUFF 200 GM,6,BISCUITS,LUCKYLAND BISCUITS MFS,LUCKYLAND LEMON PUFF,PLWRP,,,200,GM,200.00 GM,
30915,MAAM (MAAM BIS.) LEMON PUFF 100 GM PLPCH,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM LEMON PUFF,PLPCH,,,100,GM,100.00 GM,201911
30916,MAAM (MAAM BIS.) LEMON PUFF 200 GM PLPCH,6,BISCUITS,MAAM BISCUITS LANKA (PVT) LTD,MAAM LEMON PUFF,PLPCH,,,200,GM,200.00 GM,202006
30917,MALIBAN LEMON PUFF 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LEMON PUFF,PLWRP,,,100,GM,100.00 GM,
30918,MALIBAN LEMON PUFF 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LEMON PUFF,PLWRP,,,200,GM,200.00 GM,
30919,MALIBAN LEMON PUFF 400 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN LEMON PUFF,CDBOX,,,400,GM,400.00 GM,201407
30920,BISMA LEMON PUFF 100 GM (MANCHESTER FOODS),6,BISCUITS,MANCHESTER FOODS (PVT) LTD,BISMA LEMON PUFF,PLPCH,,,100,GM,100.00 GM,201108
30923,MIC MAC LEMON PUFF 200 GM,6,BISCUITS,MICMAC FOOD (PVT) LTD,MIC MAC LEMON PUFF,PLWRP,,,200,GM,200.00 GM,200604
30924,MASTER BAKERS LEMON PUFF 200 GM (MM FOODS),6,BISCUITS,MM FOODS (PVT) LTD,MASTER BAKERS LEMON PUFF,PLPCH,,,200,GM,200.00 GM,201212
30925,TURNEY LEMON PUFF 200 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY LEMON PUFF,PLWRP,,,200,GM,200.00 GM,
30926,MAAM LEMON PUFF 100 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM LEMON PUFF,PLWRP,,,100,GM,100.00 GM,200704
30928,MAAM LEMON PUFF 200 GM (ORIENT LANKA),6,BISCUITS,ORIENT LANKA CONFECTIONERY,MAAM LEMON PUFF,PLBAG,,,200,GM,200.00 GM,200802
30931,SUN RICH LEMON PUFF 100 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH LEMON PUF,PLPCH,,,100,GM,100.00 GM,201411
30932,SUN RICH LEMON PUFF 200 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH LEMON PUF,PLPCH,,,200,GM,200.00 GM,201511
30933,TEEMAH LEMON PUFF 100 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH LEMON PUFF,PLPCH,,,100,GM,100.00 GM,201411
30934,TEEMAH LEMON PUFF 190 GM,6,BISCUITS,TEEMAH BISCUITS MANUFACTURE,TEEMAH LEMON PUFF,PLPCH,,,190,GM,190.00 GM,201508
30936,TURNEY LEMON PUFF 180 GM PLPCH (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY LEMON PUFF,PLPCH,,,180,GM,180.00 GM,202006
30937,TURNEY LEMON PUFF 200 GM PLPCH (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY LEMON PUFF,PLPCH,,,200,GM,200.00 GM,201406
30938,TURNEY LEMON PUFF 100 GM PLPCH (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY LEMON PUFF,PLPCH,,,100,GM,100.00 GM,201404
30939,TURNEY LEMON PUFF 350 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY LEMON PUFF,PLPCH,,,350,GM,350.00 GM,202009
30940,TURNEY LEMON PUFF 400 GM (TURNEY BIS.),6,BISCUITS,TURNEY BISCUITS MANUFACTERIES,TURNEY LEMON PUFF,PLPCH,,,400,GM,400.00 GM,201410
30942,USWATTE REAL LEMON PUFF 100 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE REAL LEMON PUFF,PLWRP,,,100,GM,100.00 GM,201807
30943,USWATTE REAL LEMON PUFF 200 GM,6,BISCUITS,USWATTE CONFECTIONERY,USWATTE REAL LEMON PUFF,PLWRP,,,200,GM,200.00 GM,201807
30945,MALIBAN CHEESE PUFF 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHEESE PUFF,PLPCH,,,100,GM,100.00 GM,201211
30946,MALIBAN CHEESE PUFF 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN CHEESE PUFF,PLPCH,,,200,GM,200.00 GM,201211
30949,MALIBAN MANGO PUFF 100 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN MANGO PUFF,PLPCH,,,100,GM,100.00 GM,201209
30950,MALIBAN MANGO PUFF 200 GM,6,BISCUITS,MALIBAN BISCUIT MANUFACTORIES,MALIBAN MANGO PUFF,PLPCH,,,200,GM,200.00 GM,201209
30951,SUN RICH STRAWBERRY PUFF 200 GM,6,BISCUITS,SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH STRWBERRY PUFF,PLPCH,,,200,GM,200.00 GM,201511
30952,MUNCHEE KOME RICE CRACKER BBQ FLAVOUR 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,100,GM,100.00 GM,201301
30954,MUNCHEE KOME RICE CRACKER BBQ FLAVOUR SUGAR FREE 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,100,GM,100.00 GM,201808
30955,MUNCHEE KOME RICE CRACKER BBQ FLAVOUR SUGAR FREE 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,50,GM,50.00 GM,201809
30956,MUNCHEE KOME RICE CRACKER BBQ FLAVOUR SUGAR FREE 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,90,GM,90.00 GM,201912
30957,MUNCHEE KOME RICE CRACKER BITES CHEESE & CHILLI 40 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,40,GM,40.00 GM,201912
30958,MUNCHEE KOME RICE CRACKER BITES CUMIN 40 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,40,GM,40.00 GM,202001
30959,MUNCHEE KOME RICE CRACKER CHEESE & CHILLI 45 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,45,GM,45.00 GM,201912
30960,MUNCHEE KOME RICE CRACKER CHEESE & CHILLI 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,50,GM,50.00 GM,201302
30961,MUNCHEE KOME RICE CRACKER CHEESE & CHILLI 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,100,GM,100.00 GM,201301
30962,MUNCHEE KOME RICE CRACKER CHEESE & CHILLI SUGAR FREE 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,100,GM,100.00 GM,201808
30963,MUNCHEE KOME RICE CRACKER CHEESE & CHILLI SUGAR FREE 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,50,GM,50.00 GM,201809
30964,MUNCHEE KOME RICE CRACKER CHEESE & CHILLI SUGAR FREE 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,90,GM,90.00 GM,201912
30965,MUNCHEE KOME RICE CRACKER CUMIN SUGAR FREE FLAVOUR 45 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,45,GM,45.00 GM,201808
30966,MUNCHEE KOME RICE CRACKER CUMIN SUGAR FREE FLAVOUR 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,90,GM,90.00 GM,201808
30968,MUNCHEE KOME RICE CRACKER ONION FLAVOUR 40 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,40,GM,40.00 GM,201912
30969,MUNCHEE KOME RICE CRACKER ONION FLAVOUR 45 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,45,GM,45.00 GM,201912
30970,MUNCHEE KOME RICE CRACKER ONION FLAVOUR 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,50,GM,50.00 GM,201601
30971,MUNCHEE KOME RICE CRACKER ONION FLAVOUR 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,90,GM,90.00 GM,202001
30973,MUNCHEE KOME RICE CRACKER REGULAR 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,50,GM,50.00 GM,201510
30974,MUNCHEE KOME RICE CRACKER SALT & PEPPER FLAVOUR SUGAR FREE 90 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,90,GM,90.00 GM,202001
30976,MUNCHEE KOME RICE CRACKER SALT & PEPPER FLAVOUR SUGAR FREE 50 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,50,GM,50.00 GM,201808
30977,MUNCHEE KOME RICE CRACKER SALT & PEPPER SUGAR FREE FLAVOUR 100 GM,6,BISCUITS,CEYLON BISCUITS LIMITED,MUNCHEE KOME,PLPCH,,,100,GM,100.00 GM,201808
