MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
UNILEVER SRI LANKA LTD,POND'S,PONDS/15/GM/CDBOX/BRIGHT BEAUTY NIACINAMIDE 98% PURE VITAMIN B3 ANTI-SPOT FORMULA SERUM CREAM,10000,10000,15 GM,CDBOX 
PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/CHARMING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",10000,10000,100 ML,PLBOT 
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY,10000,10000,100 ML,PLBOT 
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/200/ML/PLBOT/NATURAL BRIGHTENING BODY LOTION LICORICE KARANDA NATURAL SPF ALL SKIN TYPES,10000,10000,200 ML,PLBOT 
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/PLBOT/NOURISHING SOFT & SMOOTH SHAMPOO + FREE LIFEBUOY/75/GM/EWRPK/SAKURA AND PINK CLAY,10000,10000,80 ML,PLBOT 
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX/1ST CUP MALTED FOOD + FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU,10000,10000,400 GM,CDBOX 
SHINEGLOW HERBAL PRODUCTS,SHINEGLOW,SHINEGLOW/12.5/GM/CDBOX/NIGHT WHITENING CREAM,10000,10000,12.5 GM,CDBOX 
PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ROMANTIC VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",10000,10000,100 ML,PLBOT 
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/180/ML/PLBOT/LONG AND STRONG CONDITIONER HIBISCUS JATAMANSI,10000,10000,180 ML,PLBOT 
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/COCOA GLOW 48 HR LONG LASTING MOISTURIZATION WITH PURE COCOA & SHEA BUTTER SERUM IN LOTION,10000,10000,100 ML,PLBOT 
PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ENTICING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",10000,10000,100 ML,PLBOT 
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/PLPCH/LEMONGRASS,10000,10000,67 GM,PLPCH 
HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A+,ENFAGROW A+PRO/400/GM/TIN/NUTRITIONAL SUPPLEMENT /STAGE 3/SAVE RS.300/=,10000,10000,400 GM,TIN
KR ENTERPRISES,ISRAA LEMON,ISRAA/200/ML/PBT/LEMON FLAVOURED DRINK,200,ML,200ML,PBT
KR ENTERPRISES,ISRAA MANGO MIX,ISRAA/200/ML/PBT/MANGO MIX DRINK,200,ML,200ML,PBT
KR ENTERPRISES,ISRAA GREEN APPLE,ISRAA/200/ML/PBT/GREEN APPLE JUICE ,200,ML,200ML,PBT
KR ENTERPRISES,ISRAA SELFIE,ISRAA/200/ML/PBT/SELFIE DRINK,200,ML,200ML,PBT
KR ENTERPRISES,ISRAA GREEN APPLE,ISRAA/500/ML/PBT/GREEN APPLE JUICE,500,ML,500ML,PBT
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,25,GM,25GM,PLPCH 
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/340/G/PLPCH/CAROL COOKIES,340,GM,340G,PLPCH 
ICL MARKETING,SAFE + GUARD,SAFE + GUARD MANDARIN TOUCH SOAP /FREE SAFE GARD MINT BREEZE 70*2 (140GM)SAVE 20,10000,10000,70*2,PLPCH
SURASA CEYLON GROUP HOLDING PVT LTD,NEET,NEAT - DISH WASH 250ML,250,ML,250ML,PLBOT
MAXX ENTERPRISES,MAXX,MAXX HOME CARE TOILET BOWL CLEANER FLOWER 300ML,300,ML,300ML,PLBOT
UPALI CONSUMER PRODUCTS (PVT)LTD,SIKURU,SIKURU LIME FRAGRANCE LAUNDRY BAR 115Ã—2 (230)GM,10000,10000,115Ã—2,EWRPK
WIJAYA PRODUCTS (PVT) LTD,WIJAYA,WIJAYA PURE CEYLON TEA/20/GM/PLPCH ,20,GM,20GM,PLPCH 
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE /80/ML/PL CUP/NO-1/CHOCO NUT VANILLA,80,ML,80ML,PL CUP
HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 3,ENFAGROW A +3/400G/TIN/STAGE 3 FOR 1-3 YEAR OLD CHILDREN SAVE RS 300.00,400,GM,400G,TIN
BOMBAY CORDIAL,BOMBAY CORDIAL ,BOMBAY CORDIAL/200/ML/PBT/NATURAL NELLI DRINK ,10000,10000,200 ML,PBT
SAMAN FOODS PVT LTD,SAMAN,SAMAN/50/GM/CURRY POWDER,10000,10000,50 GM,PLPCH
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA67/G/EWRPK/LEMONGRASS,67,GM,67G,EWRPK
STAR KING PVT,STAR KING,STAR KING/100/ML/PBT/CLORAX,100,ML,100ML,PBT
UNIRO PAINTS (PVT) LTD,SUPERLUX,SUPERLUX/4/L/BUCKET/WEATHER PROOF/BRILLIANT WHITE/EXTERIOR ,10000,10000,4 L,BUCKET 
LEOAN MILK FOODS (PVT) LTD,LEOAN ,"LEOAN MILK/180/ML/GLBOT/STERILIZED FLAVOURED MILK,CHOCOLATE ",180,ML,180ML,GLBOT 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/125 GM/ REAL COCONUT MILK POWDER/CDBOX,10000,10000,125 GM,CDBOX
THE SWADESHI INDUSTRIAL WORKS PLC,KOHOMBA ,KOHOMBA LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION 67GM ,67,GM,67GM,EWRPK 
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO 80ML /FREE LIFEBUOY GLOWING SKIN SAKURA AND PINK CLAY 75GM,80,ML,80ML,PLBOT
NADETH GRINDING MILS,NADITH,NADITH/250G/CUP/GAMBOGE CREAM ,250,GM,250G,CUP
KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/100G/POCH PACK /THADA KAHATA,100,GM,100G,POCH 
CEYLON BISCUITS LIMITED,MUNCHEE BOUR,MUNCHEE /85G/POCH PACK /CAROL COKES ,85,GM,85G,POCH 
KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/50G/POCH /THADA KAHATA,50,GM,50G,POCH 
UNILEVER SRI LANKA LTD,SUNLIGHT,SUNLIGHT/330/GM/EWRPK/ROYAL LAVENDER FRAGRANCE/BUY 2 GET 1 FREE,10000,10000,330 GM,EWRPK
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
EVERGREEN PLANTATION,RAJAGALA,RAJAGALA/50/GM/PLPCH/RAJAGALA KATA TEA,50,GM,50GM,PLPCH
LAKMINI PRODUCTS,LAKMINI,LAKMINI CHILLI PIECES 500 GM,10000,10000,500 GM,PLPUCH
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT FRESH EXTREME  POCKET PERFUME EAU DE TOILETTE 18.5 ML,10000,10000,18.5 ML,POCKET 
LAKMINI PRODUCTS,LAKMINI,LAKMINI CHILLI POWDER 500 GM,10000,10000,500 GM,PLPCH
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT DARK KNIGHT POCKET PERFUME EAU DE TOILETTE 18.5 ML,10000,10000,18.5 ML,POCKET 
HIMALI STORES,HIMALI,HIMALI/50/GM/PLPCH /FACTORY FRESH TEA,50,GM,50GM,PLPCH 
HIMALI STORES,HIMALI PRODUCTS,HIMALI/50/GM/PLPCH /PEPPER POWDER,50,GM,50GM,PLPCH 
C.W. MACKIE PLC,SOFTOUCH,SOFTOUCH/210/ML/PLBOT/OCEAN BREEZE FABRIC CONDITIONER/SAVE RS 100,210,ML,210ML,PLBOT 
CAVINKARE PRIVATE LIMITED,NYLE NATURAL ,NYLE NATURAL/200/ML/PLBOT/TURMERIC OIL & PURE MILK BODY LOTION ,200,ML,200ML,PLBOT 
UNILEVER LIPTON CEYLON LTD,COMFORT,COMFORT/850/ML/PLBOT/DESIRE PERFUME DELUXE FABRIC CONDITIONER ,850,ML,850ML,PLBOT 
MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY ,MY/750/ML/PET/BLUEBERRY FLAVOUR ,750,ML,750ML,PET
MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY ,MY/750/ML/PET/GUAVA FLAVOUR ,750,ML,750ML,PET
SOL PHARMACEUTICALS(PVT)LTD,SOL SL,"SOL SL/100/GM/CDBOX/SUNSCREEN, SPF50+",100,GM,100GM,CDBOX 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75,GM,75GM,CDBOX 
GLAXO SMITHKLINE BEECHAM,SENSODYNE,"SENSODYNE/1NO/PL COVER/FOR SENSITIVE TEETH,ADULT,SOFT ,SAVE RS 95",1,NO,1NO,PL COVER 
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ,75,GM,75GM,CDBOX 
KASUN FOOD PRODUCTS,KASUN,KASUN/1/KG/PLPCH/ CURRY POWDER ,1,KG,1KG,PLPCH
RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL 10X/500/ML/PLB/PINE + HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVAL,500,ML,500ML,PBT
RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/TRIPLE GERM ACTION JASMINE +  HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVE,500,ML,500ML,PBT
RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/TRIPLE GERM ACTION CITRUS +  HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVAL,500,ML,500ML,PBT
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80ML/PLBOT/STUNNING BLACK SHINE ACTIV-MIX SHAMPOO FREE LIFEBUY MILD CARE 75G SOAP,80,ML,80ML,PLBOT 
HEMAS MARKETING,GOYA,GOYA/70/GM/RUBY RED/EWRPK ,10000,10000,70 GM,EWRPK 
SUDHAM FOOD PRODUCTS,SUDHAM,SUDHAM/70/G/EWRPK/NO-1/POLO'S FLAVOUR,70,GM,70G ,EWRPK 
RAJARATA FOODS PRODUCTS ,RAJARATA,RAJARATA SOYAPANCHA/40/G//EWRPK/NO-1/CURRY FLAVOUR SOYA ,70,GM,70G ,EWRPK 
LAKSHI PRODUCTS ,LAKSHI,LAKSHI/70/GM/ PLPCH/CHICKEN CURRY SOYA/LAKSHI PRODUCTS ,10000,10000,70 GM,PLPCH 
PERERA & SONS BEAKERS PVT LTD,P&S,P&S\200\G\CD BOX\BUTTER  FLAVOURED COOKIE,200,GM,200G ,CD BOX
PERERA & SONS BEAKERS PVT LTD,P&S,P&S\220\G\CD BOX\CHOCOLATE CHIP COOKIE ,220,GM,220G ,CD BOX
PERERA & SONS BEAKERS PVT LTD,P&S,P&S \450\G\TIN\CHOCOLATE CHIP  COOKIE ,45,GM,45G ,TIN
PERERA & SONS BEAKERS PVT LTD,P&S,P&S\375\G\TIN\BUTTER FLAVOURED COOKIE,375,GM,375G ,TIN
SADARU PRODUCTS,SADARU ,SADARU/ SADARU GAMBOGE PAST/ 100/ GM/ PLPCH,10000,10000,100 GM,PLPCH
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE CAROL COOKIES 85GM,85,GM,85GM,PLPCH
DECOLITE PAINT CENTER ,DECOLITE,DECOLITE/4/L/BUCKET/ACRYLIC WALL FILLER ,10000,10000,4 L,BUCKET 
DUMBARA NATURAL FOODS (PVT) LTD,DUMBARA,DUMBARA/200/ML/PET/FRUIT PUNCH/PAPAYA DRINK ,10000,10000,200 ML,PET
R.F.MARKETING SERVICES,STR ,STR/550/ML/PBT/GLASS CLEANER HIGH TEC TRIPLE ACTION,10000,10000,550 ML,PBT
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY/30 ML /FLORAL ,10000,10000,30 ML,CDBOX
IMPORTED,RTC,RTC/01/NO/SMILEY PENCIL ,10000,10000,01 NO,10000
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
MITHUDANA LANKA PRODUCTS,M.D.L,M.D.L/500/GM/PLPCH/CHILLI POWDER ,500,GM,500GM,PLPCH
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/70*2/GM/CDBOX/PURE & GENTLE BABY SOAP CHOOTY PACK 70GM*2 SAVE RS 90,70,GM,70GM*2,CDBOX
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWPRK/LEMONGROSS SOAP,67,GM,67GM,EWPRK
REVOKE DETERGENT COMPANY,REVOKE,REVOKE/250/ML/PBT/CLONE+X CLEANER + BLEACH,10000,10000,250 ML,PBT
COLMANS LANKA (PVT) LTD,CENTURY,CENTURY/20/GM/TOMATO/SAUCE/PPP/COLMANS LANKA PVT LTD ,20,GM,20GM,PPP
IMPORTED,MACARON,MACARON 2B PENCILS/1 NO,10000,10000,1 NO,PENCIL
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/LEMONGRASS/67 GM/EWRPK,10000,10000,67 GM,EWRPK
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/FULL CREAM MILK/POWDER/400 GM/SAVE/RS.50/=/PLPCH,10000,10000,400 GM,PLPCH
NEW DIAMOND LANKA (PVT)LTD,KOTHMALE KAHATA,KOTMALE KAHATA/50/GM/PLPCH/TEA,50,GM,50GM ,PLPCH 
JS PRODUCTS,JS ORANGE ,JS/200/ML/PLCUP/ORANGE FLAVOURED ,200,ML,200ML ,PLCUP 
LITTON HOLDING PVT LTD,AMBIGA  FOOD,AMBIGA FOOD/400/G/PLPCH/REGULAR NOODLES ,400,GM,400G,PLPCH 
LITTON HOLDING PVT LTD,AMBIGA FOOD,AMBIGA FOOD/45/G/PLPCH/BUDGET PACK,45,GM,45G,PLPCH 
MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY BLUEBERRY,MY BLUEBERRY/750/ML/PBT,750,ML,750ML,PBT
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU/70/G/CDBOX/THAMBILI THEL.WHITE SANDAL .AROODA.SAMAN PICHCHA.KOKUM POTHU/15-SAVE,70,GM,70G,CDBOX 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI\25\G\PLPCH\REAL COCONUT  MILK POWDER ,25,GM,25G,PLPCH 
OXIFLAME LIMITED ,OXIFLAME ,OXIFLAME/25/GM/CDBOX/SILKY DAY CREAM ,10000,10000,25 GM,CDBOX 
OXIFLAME LIMITED ,OXIFLAME ,OXIFLAME/25/GM/CDBOX/SILKY NIGHT CREAM ,10000,10000,25 GM,CDBOX 
CEYLON LEISURE WERE PRODUCTS,HATTRICK,HATTRICK/1/L/NO-1/PBT/PHYNOL,1,LTR,1L,PBT
CEYLON LEISURE WERE PRODUCTS,HATTRICK,HATTRICK/225/ML/PBT/NO-1/CLOR-X BLEACHING ,225,ML,225ML,PBT
GAJANAYAKA FRUIT,PAZA BOOST/,PAZA BOOST/200/ML/PBT/NO-1/MANGO NECTA,200,ML,200ML,PBT
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/REAL MILK COCONUT POWDER/PLPCH,25,GM,25GM,PLPCH 
ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/80/ML/LONG AND STRONG CONDITIONER HIBISCUS JATAMANSI,10000,10000,80 ML,PLBOT
PRINT EXCEL PVT LTD,RATHNA,RATHNA/120/PGS/BOOK/SQUARE RULED 1 INCH,10000,10000,120 PGS,BOOK
UVA KADUKARA PRODUCTS,UVA KADUKARA,UVA KADUKARA/80G/CUP/JELLY YOGURT ,80,GM,80G,CUP
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY,10000,10000,100 ML,PLBOT 
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/PLBOT/NOURISHING SOFT & SMOOTH + FREE LUX/70/GM/EWRPK/BRIGHT GLOW,10000,10000,80 ML,PLBOT 
PEREIRA & SONS BAKERS (PVT) LTD,PERERA & SONS,PERERA & SONS CHOCOLATE CHIP COOKIES/220GM/CDBOX,220,GM,220GM,CDBOX
DEVINDA PRODUCTS ,CARAWAYS ,CARAWAYS SUGAR COATED CUMIN SEEDS/30GM/CDBOX,30,GM,30GM,CDBOX
CAUSEWAY PAINTS LANKA (PVT) LTD,CAUSEWAY AQUA SAFE,AQUASAFE/10/L/BUCKET/CAUSEWAY AQUA SAFE 6 IN 1 BRILLIANT WHITE PREMIUM EXTERIOR WATERPROOFING ,10,LTR,10L,BUCKET
CAUSEWAY PAINTS LANKA (PVT) LTD,AQUASAFE ,AQUASAFE/4/L/BUCKET/CAUSEWAY AQUA SAFE 6 IN 1 BRILLIANT WHITE PREMIUM EXTERIOR WATERPROOFING ,4,LTR,4L,BUCKET
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/ 67 / GM / PLPCH/ LEMONGRASS,10000,10000,67 GM,PLPCH 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS / 70 / GM / CDBOX / CHOOTY PACK / ALOE VERA & NEEM BABY SOAP / SAVE 20,10000,10000,70 GM,CDBOX 
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY / 70 / GM / CDBOX / MILK KOHOMBA WITH COCONUT MILK AND ALOE VERA / SAVE 15,10000,10000,70 GM,CDBOX 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS / 70 / GM / CDBOX / CHOOTY PACK / ACTIVE FLORAL BABY SOAP / SAVE 20,10000,10000,70 GM,CDBOX 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS / 70 / GM / CDBOX / CHOOTY PACK / BEDTIME BABY SOAP / SAVE 20,10000,10000,70 GM,CDBOX 
R.F.MARKETING SERVICES,STR ,STR/550/ML/PBT/GLASS CLEANER HIGH TEC TRIPLE ACTION,10000,10000,550 ML,PBT
SADALUWA PRODUCT ,SADALUWA,SANDALUWA/50G/POCH /CURRY /,50,GM,50G,POCH 
NADETH SPECIAL PRODUCT ,NADETH,NADETH/50G/POCH /CHIL PIECE /POWDER ,50,GM,50G,POCH 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,10000,10000,25 GM,PLPCH
C & C FOOD PRODUCTS ,C & C,C & C/ 50/GM/PLPCH/CURRY POWDER ,50,GM,50GM,PLPCH
C & C FOOD PRODUCTS ,C & C,C & C /50/GM/PLPCH/CHILLI  PIECES ,50,CM,50CM,PLPCH
C & C FOOD PRODUCTS ,C & C,C & C /50/GM/PLPCH/ CURRY POWDER ,50,GM,50GM,PLPCH
C & C FOOD PRODUCTS ,C & C,C & C /25/GM/PLPCH/PEPPER POWDER ,25,GM,25GM,PLPCH
C & C FOOD PRODUCTS ,C & C,C & C/ 25/GM/PLPCH/PEPPER POWDER ,25,GM,25GM,PLPCH
C & C FOOD PRODUCTS ,C & C,C & C/ 50/GM/PLPCH/CHILLI PIECES ,50,GM,50GM,PLPCH
SUJEEWA PRODUCT,SUJEEWA,SUJEEWA/40/GM/PLPCH/SOYA MEAT,10000,10000,40 GM,PLPCH
COCA-COLA BEVERAGES SRI LANKA LTD,KINLEY,KINLEY SODA 750ML,750,ML,750ML,PET
IMPORTED,CADBURY ,CADBURY/123/GM/PLPCH/DAIRY MILK CHOCOLATE FAMILY PACK,123,GM,123GM,PLPCH
SILVER MILL NATURAL BEVERAGES,KICO,KICO KING COCONUT WATER/200/ML/TPK,200,ML,200ML,TPK
CBL,SERA COCONUT MILK,SERA/1L/TPK/REAL COCONUT MILK ,1,LTR,1L,TPK 
MEGA INDUSTRIES,MEGA,MEGA/50/ML/PLBOT/SCHOOL (CLEAR) GLUE,50,ML,50ML,PLBOT
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA BABY/70/GM/CDBOX/KOHOMBA WITH COCONUT MILK AND ALOE VERA SAVE RS 15.00,70,GM,70GM,CDBOX
RAJAMUTHU PRODUCT,RAJAMUTHU,RAJAMUTHU/50/GM/PLPCH/SRIMP FLAVORED TIKIRI SOYA MEAT,50,GM,50GM,PLPCH
SUJAYA PRODUCTS,SUJAYA,SUJAYA/1000/GM/PLPCH/ROASTED CURRY POWDER,1000,GM,1000GM,PLPCH
SRILAK BEST FOOD COMPANY PVT LTD,JANARASA,JANARASA/25/GM/BIRIYANI MASALA/PLCH,25,GM,25GM,PLCH
CEYLON BISCUITS LIMITED,WILLIAMS TRENDY CRISPY ,WILLIAMS TRENDY/80/GM/PLPCH/CRISPY CRACKER,80,GM,80GM,PLPCH 
COLOMBO COMMODITIES,MIRICH,MIRICH/1000/PLPCH/CHILLI POWDER ,1000,GM,1000G ,PLPCH 
SEVENA INDUSTRIES,SEVANA,SEVENA/400/G/PLPSH/NOODLES ,400,GM,400G ,PLPSH 
MAYURA COLOR PAINTS LANKA,MULTICO,MULTICO/2/KG/CAN/M-FIX GENERAL PURPOSE - ADHESIVE ,2,KG,2KG,CAN
LANKEM CEYLON PLC,ROBBIALAC,ROBBIALAC\1\L\PL CAN\WATER BASE WOOD STAIN,1,LTR,1L,PL CAN
LANKEM CEYLON PLC,ROBBIALAC,ROBBIALAC\500\ML\PBT\WATER BASE WOOD STAIN,500,ML,500ML,PBT
M&B HOLDINGS ,KEMILAC,KEMILAC NC THINNER / 375ML / GBT,375,ML,375ML,GBT
M&B HOLDINGS ,KEMILAC,KEMILAC NC THINNER/ 180ML / GBT,180,ML,180ML ,GBT
M&B HOLDINGS ,KEMILAC,KEMILAC NC THINNER /750 ML / GBT,750,ML,750ML ,GBT
DANAJAYA PRODUCTS,DANAJAYA,DANAJAYA/250/GM/PLCUP/GAMBOGE CREAM ,250,GM,250GM,PLCUP 
SUNRAY MILK PRODUCTS,SUNRAY,SUNRAY/80/ML/SET YOGHURT,10000,10000,80 ML,PLCUP
FARMS PICK PVT LTD,SPICY,SPICY/20/GM/BIRIYANI MIX,10000,10000,20 GM,PLPCH
LUXMI CHEM DETERGENT,LEO LIFE,LEO LIFE\700\GM\EWRPK\ORIGINAL LIME BAR SOAP,700,GM,700GM,EWRPK
MAGAM LIFE (PVT) LTD,MAGAM,MAGAM/60/G/EWRPK/GAM CHICKEN FLAVOUR,60,GM,60G,EWRPK 
ZEENATH FANCY,HP,HP/22/ML/GBT/JAGGUARE,22,ML,22ML,GBT
TRADE LINKZ HOLDINGS,GOLD,GOLD/22/ML/CDBOX/BY PASSY/PERFUME SPRAY ,10000,10000,22 ML,CDBOX 
UNILEVER SRI LANKA LTD,VIM,VIM/500/ML/PLBOT/LIME FRESH DISHWASH LIQUID/SAVE RS 85,500,ML,500ML,PLBOT 
MY COOL FOOD PRODUCTION,MY COOL WOOD APPLE FRUIT DRINK,MY COOL/200/ML/WOOD APPLE FRUIT DRINK/PLBOT.,200,ML,200ML,PLBOT 
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/REAL MILK COCONUT POWDER/PLPCH,25,GM,25GM,PLPCH 
WEERASINGHE TEA,THALAWAKALE,THALAWAKALE /50G/POCH PACK /TEA,50,GM,50G,POCH 
RAJAGALA LANKA PVT,RAJAGALA,RAJAGALA/50G/POCH /KAHATA ,50,GM,50G,POCH 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS / 70 / GM / CDBOX / CHOOTY PACK / BEDTIME BABY SOAP / SAVE 20,10000,10000,70 GM,CDBOX 
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS / 70 / GM / CDBOX / CHOOTY PACK / PURE & GENTLE BABY SOAP / SAVE 20,10000,10000,70 GM,CDBOX 
DELMAX,DELMAX,DELMAX/250/ML/PLBOT/GLASS CLEANER,250,ML,250ML,PLBOT
WEERASINGHE TEA,WST TEA,WST TEA/100/GM/THALAWAKELLE TEA/PLPCH ,10000,10000,100 GM,PLPCH 
SEN LANKA DISTRIBUTOR,BEST,BEST/1000/ML/PLBOT/PINE HILL DISINFECTANT,10000,10000,1000 ML,PLBOT
VINDYA CHEMICALS,VINTOL,VINTO/1000/ML/PLBOT/PYN-OIL DISINFECTANT ,10000,10000,1000 ML,PLBOT
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /KOHOMBA,110,GM,110G*2,POCH 
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /LEMON ,110,GM,110G*2,POCH 
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110,GM,110G*2,POCH 
FRESHVILLE SWEET ( PUT )LTD.,DELZIAS,DELZIAS/3.2/GM/PLPCH/CENTER FILL FRESH MINT FLAVOUR- 1 NO,10000,10000,3.2 GM,PLPCH
IMPORTED,KRIS,KRIS/200/ML/PLBOT/KRIS I MISS YOU ELEGANT PERFUMED BODY LOTION,200,ML,200ML,PLBOT
CW FOODS CEYLON (PVT) LTD,RASAMUSU,RASAMUSU/50/GM/TURMERIC POWDER/PLCH,50,GM,50GM,PLCH
ADVAFORM INDUSTRIES (PVT) LTD,SPRING,SPRING/250/ML/LEMON LIME/DISH WASHING LIQUID/PBT,250,ML,250ML,PBT
LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHTS/100/G/CDBOX/MANGO FLAVOURED JELLY/LAKLIGHTS MANGO DRINK MIX 20G FREE,10000,10000,100,CDBOX 
LAKLIGHTS PRODUCTS,LAKLIGHTS,LAKLIGHTS/100/G/CDBOX/MIXED FRUIT FLAVOURED JELLY /WITH LAKLIGHT MANGO DRINK  FREE,100,GM,100G,CDBOX 
IMPORTED,JINGU ,JINGU/5/GM/TUBE/110 SUPER GLUE ,5,GM,5GM,TUBE 
SAMPATH SUPER TREDING COMPANY PVT LTD,SAMPATH,SAMPATH/100/G/PLPCH/ICING GEM BISCUITS ,100,GM,100G,PLPCH 
UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/ 2 IN 1 / CLAN & ROSE DELIGHT/ 1KG / 70 RS SAVE,1,KG,1KG,EWRPK 
DELMEGE FORSYTH & CO.LTD,MOTHA,MOTHA STRAWBERRY FLAVOURD / CUSTARD POWDER/ 100GM/ CDBOX ,100,GM,100GM ,CDBOX 
CROWN SWEETY PRODUCTS PVT LTD,CROWN,CROWN/7/GM/PLPCH/PINEAPPLE FLAVOUR LOLLYPOP,7,GM,7GM,PLPCH
TOP BEVERAGES PVT LTD,TOP ORANGE ,TOP/330ML/PLBOT/ORANGE ,330,ML,330ML ,PLBOT 
IMPORTED,TIANBOWEN ,TIANBOWEN/1NO/CDBOX/ERGONOMIC TRIANGLE MEGA SOFT COLORED PENCILS 6,1,NO,1NO,CDBOX
